Player Id,Tackles,wontackles,duels,wonduels,passes,wonpasses,interception,Last_Name,First_Name
41208,16,0.75,81,0.456790123,540,0.77037037,19,Milijas,Nenad
41262,58,0.672413793,239,0.50209205,803,0.637608966,28,Elliott Bennett,0
41270,28,0.821428571,158,0.556962025,887,0.845546787,56,David Luiz,0
41727,14,0.714285714,64,0.5625,285,0.824561404,15,Ryan Bennett,0
41792,59,0.661016949,320,0.403125,1963,0.860927152,27,Ramsey,Aaron
41823,23,0.782608696,107,0.551401869,395,0.8,15,Delph,Fabian
42425,4,0.75,20,0.65,37,0.756756757,1,Briggs,Matthew
42427,34,0.676470588,138,0.601449275,661,0.788199697,26,Gibbs,Kieran
42428,3,1,3,1,56,0.857142857,2,Hutchinson,Sam
42493,17,0.705882353,226,0.415929204,489,0.756646217,16,Balotelli,Mario
42544,14,0.642857143,225,0.426666667,531,0.668549906,15,Dzeko,Edin
42593,17,0.764705882,89,0.550561798,528,0.721590909,9,Kolarov,Aleksandar
42744,11,0.636363636,74,0.527027027,325,0.849230769,25,Bassong,S�bastien
42758,13,0.692307692,139,0.374100719,363,0.67768595,12,Ciss�,Papiss Demba
42996,85,0.741176471,237,0.548523207,2352,0.819727891,95,Rangel,Angel
43020,9,0.777777778,93,0.311827957,421,0.805225653,5,Hern�ndez,Javier
43035,61,0.737704918,199,0.557788945,1093,0.772186642,65,Alcaraz,Antolin
43191,68,0.764705882,161,0.633540373,688,0.854651163,33,Lucas Leiva,0
43250,11,0.818181818,41,0.512195122,313,0.897763578,5,Cleverley,Tom
43274,25,0.96,218,0.389908257,666,0.786786787,20,Gervinho,0
43670,25,0.76,208,0.408653846,1722,0.786295006,20,Mata,Juan
44302,11,0.636363636,57,0.350877193,133,0.721804511,8,Gu�dioura,Adl�ne
45139,24,0.833333333,89,0.404494382,275,0.745454545,18,Lichaj,Eric
45158,28,0.714285714,189,0.433862434,431,0.577726218,20,Shotton,Ryan
46581,2,1,33,0.303030303,52,0.769230769,0,S�,Orlando
46695,20,0.75,52,0.653846154,145,0.765517241,10,de Laet,Ritchie
47390,89,0.752808989,279,0.52688172,1785,0.818487395,38,Taylor,Neil
47412,14,0.714285714,382,0.390052356,781,0.731113956,18,Ba,Demba
48730,14,0.642857143,33,0.606060606,150,0.84,10,Piscu,0
49013,38,0.763157895,539,0.410018553,1005,0.760199005,28,Moses,Victor
49323,55,0.6,359,0.529247911,1743,0.833620195,55,N'Zonzi,Steven
49384,18,0.833333333,51,0.509803922,383,0.866840731,17,Rodwell,Jack
49493,42,0.761904762,178,0.550561798,554,0.664259928,36,Herd,Chris
49539,95,0.715789474,236,0.61440678,1315,0.721673004,57,Naughton,Kyle
49724,25,0.88,314,0.375796178,547,0.702010969,23,Di Santo,Franco
49806,49,0.714285714,455,0.430769231,915,0.760655738,37,Hoilett,Junior
49944,29,0.655172414,79,0.556962025,583,0.910806175,26,Livermore,Jake
50023,31,0.64516129,200,0.445,936,0.792735043,32,Jordi G�mez,0
50175,39,0.923076923,238,0.420168067,741,0.859649123,28,Welbeck,Danny
50232,19,0.526315789,65,0.507692308,475,0.810526316,9,Shelvey,Jonjo
50471,60,0.75,211,0.516587678,1204,0.836378738,31,McArthur,James
50472,79,0.746835443,247,0.506072874,1538,0.868660598,57,McCarthy,James
51484,3,1,27,0.37037037,48,0.666666667,1,Delfouneso,Nathan
51507,85,0.694117647,291,0.64604811,1711,0.845119813,91,Koscielny,Laurent
51887,12,0.75,115,0.426086957,277,0.559566787,18,Marcus Olsson,0
51938,41,0.682926829,190,0.421052632,615,0.585365854,32,Albrighton,Marc
51940,1,0,11,0.909090909,924,0.614718615,1,De Gea,David
52477,11,0.636363636,44,0.659090909,110,0.581818182,6,Baker,Nathan
52876,84,0.738095238,217,0.67281106,811,0.866831073,43,Sandro,0
53238,1,1,11,0.272727273,27,0.777777778,1,Bruno Perone,0
53371,10,0.7,28,0.607142857,104,0.759615385,1,Meyler,David
53392,83,0.746987952,328,0.536585366,1041,0.819404419,56,Ramires,0
54469,1,1,1,1,12,0.833333333,1,Smith,Adam
54771,10,0.7,38,0.5,130,0.815384615,7,Fabio,0
54772,49,0.857142857,140,0.592857143,654,0.844036697,13,Rafael,0
55415,5,0.8,111,0.225225225,156,0.75,1,Sammon,Conor
55422,28,0.714285714,160,0.4625,808,0.747524752,26,Sigurdsson,Gylfi
55548,45,0.8,116,0.577586207,830,0.857831325,18,Spearing,Jay
55604,39,0.769230769,147,0.585034014,708,0.81779661,39,Santon,Davide
55909,17,0.882352941,103,0.504854369,595,0.818487395,24,Smalling,Chris
56861,22,0.727272727,77,0.506493506,298,0.815436242,23,Frimpong,Emmanuel
56864,32,0.71875,98,0.56122449,400,0.8375,19,Coquelin,Francis
56944,25,0.8,96,0.416666667,448,0.785714286,31,Petrovic,Radosav
56979,51,0.843137255,211,0.402843602,1578,0.801647655,54,Henderson,Jordan
57069,1,1,96,0.1875,167,0.646706587,0,Tchoyi,Somen
57214,49,0.714285714,155,0.587096774,802,0.842892768,35,Andr� Santos,0
57835,4,1,54,0.37037037,275,0.72,6,Gueye,Magaye
58621,97,0.835051546,345,0.556521739,1881,0.792663477,67,Walker,Kyle
58771,69,0.811594203,252,0.543650794,1114,0.81508079,62,Colback,Jack
58778,7,0.571428571,121,0.314049587,187,0.721925134,7,Stracqualursi,Denis
58786,42,0.714285714,105,0.533333333,394,0.728426396,11,Kelly,Martin
58845,40,0.75,113,0.575221239,541,0.800369686,29,Clark,Ciaran
58900,78,0.858974359,308,0.431818182,725,0.788965517,59,Formica,Mauro
59013,24,0.833333333,79,0.430379747,635,0.696062992,22,Bannan,Barry
59125,10,1,85,0.411764706,169,0.650887574,6,Wickham,Connor
59304,2,0,14,0.428571429,77,0.792207792,6,Vuckic,Haris
59325,3,0.666666667,14,0.571428571,30,0.733333333,0,Kakuta,Gael
59936,1,1,16,0.75,1305,0.701149425,0,Szczesny,Wojciech
59949,18,0.722222222,168,0.333333333,416,0.771634615,19,Coleman,Seamus
59970,2,0.5,17,0.294117647,33,0.787878788,1,Macheda,Federico
60232,7,0.714285714,28,0.714285714,169,0.75739645,18,Dawson,Craig
60865,3,1,31,0.35483871,76,0.684210526,3,Vellios,Apostolos
61933,1,0,6,0.833333333,63,0.619047619,7,Duffy,Shane
61944,4,0.25,13,0.461538462,48,0.666666667,3,Ferguson,Shane
62419,2,1,129,0.302325581,294,0.653061224,5,Jelavic,Nikica
63370,55,0.781818182,332,0.391566265,690,0.624637681,27,McClean,James
65807,7,0.714285714,48,0.5625,281,0.839857651,12,Savic,Stefan
66749,2,1,36,0.25,58,0.775862069,0,Lukaku,Romelu
67731,90,0.755555556,265,0.588679245,1168,0.803938356,46,Faurlin,Alejandro
68815,35,0.685714286,153,0.620915033,1605,0.869781931,31,Caulker,Steven
73459,20,0.7,59,0.457627119,383,0.856396867,11,Richards,Ashley
74208,3,0.666666667,8,0.875,89,0.91011236,4,Pogba,Paul
74230,8,0.875,21,0.571428571,117,0.760683761,3,van Aanholt,Patrick
75773,1,0,4,0.5,16,0.4375,1,Lee Chung-Yong,0
75880,20,0.6,48,0.520833333,238,0.865546218,4,Ayala,Daniel
76359,68,0.705882353,249,0.598393574,1210,0.807438017,49,Jones,Phil
77800,11,0.909090909,66,0.378787879,265,0.694339623,12,Gardner,Gary
78056,37,0.783783784,119,0.495798319,658,0.893617021,34,Romeu,Oriol
78108,14,0.571428571,44,0.636363636,222,0.81981982,4,Coates,Sebasti�n
78774,16,0.75,44,0.568181818,195,0.81025641,7,Davis,David
79843,4,0.5,9,0.555555556,49,0.795918367,1,Thorne,George
80235,32,0.78125,90,0.588888889,460,0.756521739,34,Boyata,Dedryck
80254,15,0.733333333,39,0.435897436,300,0.786666667,3,Jenkinson,Carl
80442,26,0.769230769,127,0.535433071,321,0.853582555,13,Samba Diakit�,0
80979,4,1,48,0.291666667,135,0.718518519,6,Weimann,Andreas
81025,8,0.75,58,0.310344828,127,0.68503937,2,Kasami,Pajtim
81880,10,0.6,108,0.453703704,273,0.776556777,7,Oxlade-Chamberlain,Alex
82263,9,0.888888889,50,0.44,175,0.668571429,13,Alonso,Marcos
82514,18,0.5,80,0.5,399,0.794486216,41,Ream,Tim
83428,42,0.761904762,138,0.557971014,502,0.735059761,44,Hanley,Grant
86168,39,0.743589744,170,0.458823529,321,0.747663551,16,Rochina,Rub�n
86364,4,0.75,6,0.666666667,27,0.740740741,1,Yennaris,Nicholas
87835,3,1,7,0.714285714,18,0.777777778,2,Doherty,Matt
87860,1,1,9,0.222222222,25,0.72,0,Morris,Josh
88821,4,0.5,17,0.647058824,129,0.945736434,5,McEachran,Joshua
88894,3,0.666666667,38,0.447368421,102,0.794117647,0,Barkley,Ross
89328,1,1,2,0.5,1,1,0,Slew,Jordan
90801,8,0.625,21,0.523809524,143,0.783216783,9,Miquel,Ignasi
91979,8,0.75,54,0.37037037,204,0.803921569,6,Flanagan,John
92372,8,0.25,83,0.385542169,220,0.590909091,5,Miyaichi,Ryo
92488,54,0.703703704,151,0.516556291,936,0.746794872,75,Lowe,Jason
95703,1,1,2,1,5,0.8,0,Lancaster,Cameron
97612,5,0.8,40,0.3,71,0.478873239,0,Sammy Ameobi,0
98464,3,1,4,0.75,31,0.806451613,0,Vela,Joshua
98769,4,0.75,61,0.344262295,224,0.821428571,6,Ji Dong-Won,0
103903,23,0.695652174,47,0.617021277,125,0.736,12,Henley,Adam
105086,11,0.727272727,92,0.413043478,261,0.812260536,15,Frei,Kerim
105190,4,1,24,0.25,76,0.723684211,8,Forde,Anthony
105322,9,0.777777778,28,0.535714286,94,0.468085106,5,Riley,Joe
106603,4,0.5,8,0.5,28,0.821428571,0,Fryers,Ezekiel
114042,3,0.666666667,10,0.5,14,0.857142857,1,Carruthers,Samir
